1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
1	0	0	0	0	
0	1	0	0	0	
0	1	0	0	0	
0	1	0	0	0	
0	1	0	0	0	
0	0.95	0	0	0.05	
0	1	0	0	0	
0.04	0.96	0	0	0	
0	0.92	0	0.08	0	
0	0	0.29	0	0.71	
0	0	0.99	0	0.01	
0	0	0.14	0	0.86	
0	0	0	0	1	
0	0	0.99	0	0.01	
0	0	0.9	0	0.1	
0	0	1	0	0	
0	0	0.61	0	0.39	
0	0	0	0.9	0.1	
0	0	0	0.96	0.04	
0	0	0	1	0	
0	0	0	0.28	0.72	
0	0	0	0	1	
0	0	0	0.06	0.94	
0	0	0	0.05	0.95	
0	0	0	0.67	0.33	
0	0.95	0	0	0.05	
0	0.08	0	0	0.92	
0	0.19	0	0	0.81	
0	0.97	0	0	0.03	
0	0.81	0	0	0.19	
0	0	0	0	1	
0	1	0	0	0	
0	0.44	0	0	0.56	
0.91	0	0.09	0	0	
0	0	1	0	0	
0.37	0	0.63	0	0	
0.72	0	0.28	0	0	
0.04	0	0.96	0	0	
0.12	0	0.88	0	0	
0.97	0	0.03	0	0	
1	0	0	0	0	
