avg,long_bar,mean
0.17,78,0.061684210526315786
0.14,58,0.1345948169477581
0.17,69,0.06612573099415205
0.09,70,0.048735339112697604
0.04,105,0.054230769230769235
0.28,200,0.2696078431372549
0.12,73,0.08484557109557107
0.06,73,0.05864615801599132
0.08,72,0.12278438933581544
0.08,60,0.17658227848101268
0.04,94,0.04554578754578755
0.06,72,0.05173001704944338
0.04,223,0.05271259842519685
0.16,56,0.09687218045112782
0.05,87,0.04780904579291677
0.05,77,0.059046052631578944
0.04,157,0.03726965065502184
0.11,67,0.06653609473575345
0.05,64,0.0623419082852964
0.04,97,0.05597826086956521
0.12,59,0.12267206477732794
0.08,69,0.07377665014554323
0.06,89,0.059170238395383365
0.07,69,0.06035714285714285
0.03,114,0.027467865610454285
0.15,63,0.12412060301507538
0.1,66,0.11309795952925239
0.15,63,0.14603626022040528
0.12,74,0.14102564102564102
0.12,59,0.06693416927899686
0.03,170,0.03551282051282051
0.1,64,0.07061449579831933
0.06,82,0.05790889695744933
0.12,60,0.12635967756879457
0.1,61,0.08547489917952997
0.1,55,0.09043478260869565
0.11,57,0.11236263736263737
0.1,72,0.10898094711044352
0.12,57,0.08125279097146104
0.14,59,0.11265860576205404
0.12,53,0.10155279503105591
0.09,57,0.09919354838709678
0.09,46,0.10365884115884116
0.12,62,0.09518398268398269
0.11,54,0.10543606206527555
0.16,54,0.11794520547945204
0.1,66,0.0912127004353828
0.12,58,0.11478982874935133
0.12,64,0.09285714285714286
0.09,58,0.0811437074829932
0.1,73,0.09378048780487806
0.15,47,0.13505595786701777
0.09,57,0.08855474774179334
0.12,59,0.11117779444861214
0.1,52,0.09530822638333684
0.12,55,0.13490990990990992
0.11,62,0.13132980934845875
0.12,52,0.11457480407065153
0.13,62,0.12332325209037537
0.12,50,0.12989203778677463
0.15,52,0.14666666666666667
0.11,50,0.09035314384151594
0.12,64,0.10657534246575344
0.1,44,0.09396797543320905
0.1,52,0.11506024096385542
0.15,54,0.1025
0.12,61,0.11057830829388764
0.11,71,0.08398853975858345
0.12,49,0.1036111111111111
0.16,96,0.19879432624113477
0.15,54,0.10892049127343245
0.11,55,0.10121951219512197
0.12,36,0.1550490883590463
0.12,52,0.10499282639885221
0.12,49,0.10915472915283181
0.12,46,0.13364998662028366
0.14,77,0.10712408759124088
0.09,57,0.0846268656716418
0.12,53,0.10958502024291499
0.21,20,0.2393617021276596
0.27,9,0.27906976744186046
0.14,48,0.10738916256157634
0.12,51,0.10590041675806099
0.1,55,0.10346422073984234
0.15,56,0.10722807991120979
0.1,59,0.10797607178464608
0.12,56,0.09387469818274241
0.15,60,0.11047660882934329
0.14,66,0.107989307989308
0.14,49,0.11506024096385542
0.12,53,0.1120733249051833
0.12,58,0.10995798319327732
0.11,51,0.14672021419009368
0.09,56,0.14184615384615384
0.45,341,0.43584337349397595
0.14,66,0.10294117647058824
0.09,53,0.14074534161490682
0.1,46,0.11395161290322581
0.09,56,0.09143951194184839
0.11,69,0.0976118760757315
0.12,43,0.12631189035683418
0.11,62,0.11119177253478522
0.08,61,0.10363503649635036
0.09,78,0.057047533363322835
0.21,14,0.21119081779053084
0.05,78,0.05951000240194901
0.06,78,0.08698630136986302
0.16,63,0.09525250778277412
0.07,84,0.06891865151688728
0.09,75,0.08407534246575342
0.13,61,0.07187650232359383
0.11,77,0.07741116751269037
0.06,71,0.0703927203065134
0.32,8,0.29943074003795067
0.07,65,0.06294115650875526
0.09,81,0.08157165568930275
0.05,69,0.05798196650923143
0.07,63,0.06580555555555556
0.06,83,0.06215083798882682
0.15,73,0.05565072386871826
0.08,74,0.06782636794485136
0.06,80,0.07152579284061522
0.1,67,0.08150537634408603
0.06,71,0.05435168155543878
0.06,73,0.06149362295735353
0.09,71,0.08404455011888373
0.12,86,0.08355405405405407
0.1,78,0.08929715593331154
0.07,61,0.08059373486795544
0.08,80,0.07484770983492212
0.1,63,0.055629276383993356
0.1,74,0.06914004914004913
0.08,77,0.07606542056074767
0.05,78,0.07420904191449554
0.07,65,0.07730443974630022
0.12,64,0.053287075974208016
0.08,80,0.07570356472795498
0.12,71,0.07490874524714829
0.09,69,0.08298747763864044
0.09,71,0.08502209854313308
0.12,78,0.07051418136163898
0.1,75,0.064445211786372
0.09,71,0.08127132655573927
0.08,74,0.06762566137566137
0.05,75,0.07921476868021265
0.06,88,0.07044334975369458
0.06,68,0.06379831297998237
0.08,76,0.06756046891230152
0.07,77,0.06121863799283154
0.11,70,0.07995336863068928
0.09,69,0.05580357142857143
0.1,72,0.0725877303711184
0.05,76,0.058765998551074616
0.12,78,0.09274657231313577
0.11,79,0.09243697478991597
0.1,99,0.09778761061946901
0.12,87,0.12721396250808015
0.11,93,0.09332739647605115
0.08,82,0.10061995555035678
0.09,81,0.133369583403045
0.14,100,0.0815595273642452
0.06,72,0.09605943152454781
0.12,81,0.139775173403492
0.15,76,0.13653595426737541
0.16,78,0.09691041763701287
0.11,66,0.10315765561108588
0.13,93,0.12716202270381838
0.14,82,0.1300952380952381
0.11,91,0.08554107501783052
0.17,74,0.08486666666666669
0.11,64,0.08383968972204266
0.27,15,0.24004225081620897
0.14,87,0.1341071669591038
0.12,84,0.10094339622641509
0.1,96,0.08846583584013752
0.08,84,0.07326884692154154
0.07,62,0.09113669769720727
0.1,92,0.09655172413793105
0.08,76,0.06847739538175705
0.12,81,0.0977169716300151
0.11,73,0.08982074263764404
0.08,89,0.08027945379485552
0.1,91,0.07815236766643416
0.07,99,0.07141304347826088
0.09,75,0.09505778756191526
0.11,82,0.09987205162438807
0.1,67,0.0969982847341338
0.09,62,0.10267169574100267
0.11,81,0.0949546279491833
0.09,83,0.09602484472049688
0.11,81,0.09439775910364145
0.18,71,0.08278900375939849
0.07,75,0.09648005991387382
0.11,75,0.09778761061946901
0.11,71,0.09426268373636797
0.1,66,0.07555039138943248
0.09,76,0.08611889200124495
0.12,83,0.09930555555555555
0.09,75,0.09259036144578314
0.11,64,0.09325641025641025
0.11,82,0.0946280991735537
0.14,76,0.09655172413793105
0.07,72,0.1302408563782337
0.18,74,0.09874125874125873
0.1,83,0.10108374384236453
0.16,66,0.15507389162561575
0.18,77,0.16934328358208953
0.05,85,0.061720947110586954
0.21,67,0.17320574162679425
0.02,243,0.03720556745182013
0.05,85,0.15621797275340582
0.05,82,0.16542857142857142
0.04,118,0.04729632816982214
0.24,76,0.13068388806093725
0.21,41,0.20000000000000004
0.18,94,0.05631868131868131
0.21,70,0.15552165162630652
0.17,70,0.21637547105173005
0.16,62,0.20720087283307068
0.22,75,0.17197860962566844
0.22,82,0.17772181898977926
0.03,168,0.04362745098039216
0.19,70,0.1815610859728507
0.23,60,0.1766938775510204
0.19,63,0.18805668016194332
0.04,75,0.15927355771844923
0.2,65,0.18176050753370343
0.23,82,0.18380896913220734
0.19,70,0.16575342465753423
0.04,103,0.053217821782178217
0.2,79,0.17401960784313722
0.03,142,0.04096774193548387
0.26,16,0.2784615384615385
0.06,79,0.22105263157894736
0.16,67,0.22413793103448276
0.22,78,0.18641618497109827
0.04,84,0.21544322344322342
0.11,64,0.17453488372093026
0.23,72,0.1420972972972973
0.21,87,0.17668695875846696
0.05,80,0.15418725005880968
0.25,72,0.23243243243243242
0.22,72,0.20197548929943296
0.2,73,0.17378723404255317
0.16,73,0.1380952380952381
0.23,74,0.2190328686972982
0.24,75,0.20873087308730875
0.2,77,0.17105978260869567
0.23,76,0.20077474892395986
0.29,454,0.2696078431372549
0.22,78,0.20608695652173914
0.2,80,0.1669146005509642
0.24,94,0.2102566638642995
0.19,75,0.1714758925285241
0.14,70,0.14102564102564102
0.24,65,0.18333333333333335
0.1,70,0.18183783783783788
0.04,108,0.04896103896103897
0.22,72,0.16529704690214242
0.04,69,0.24141509433962263
0.11,68,0.1660869565217391
0.06,75,0.1760763660302831
0.16,62,0.1689820661783279
0.09,253,0.08600000000000001
0.21,89,0.1764864864864865
0.03,229,0.040805247953779496
0.03,148,0.04229757814819528
0.02,696,0.3402116402116402
0.04,99,0.039647665282017915
0.02,433,0.03204593868667222
0.03,170,0.04316239316239316
0.02,432,0.03428824129039995
0.03,179,0.04404771698889346
0.03,193,0.037856080880166516
0.03,198,0.03901515151515152
0.02,367,0.03361027190332326
0.02,244,0.03773465970649069
0.03,145,0.03663391895679367
0.03,187,0.04292452830188679
0.02,293,0.03769487750556793
0.04,101,0.04740469578389295
0.04,121,0.037544463568559956
0.03,153,0.03649052841475573
0.03,204,0.03401515151515151
0.03,206,0.03744833507975317
0.03,151,0.040025887175062023
0.03,151,0.04433842239185751
0.02,224,0.03580017720771275
0.03,148,0.03523550724637681
0.02,232,0.03242624671191168
0.03,152,0.04050830889540567
0.03,188,0.03948681397006415
0.03,188,0.039729997172745266
0.03,194,0.03919068736141907
0.03,204,0.04058333333333333
0.02,242,0.037424591869036315
0.03,174,0.04042534353307834
0.04,116,0.0464993481095176
0.03,160,0.042355193614496814
0.03,161,0.048787475016655556
0.03,147,0.04434088269454123
0.04,129,0.050940598377576835
0.03,189,0.04358961861825271
0.03,92,0.1934888490130736
0.03,126,0.04681034482758621
0.03,231,0.038395157907353025
0.03,174,0.034825588878877586
0.03,181,0.03646881287726358
0.2,95,0.1636666093041932
0.02,330,0.03643566309422053
0.03,165,0.04219460245720668
0.02,311,0.030917866355995676
0.02,280,0.036835354477611944
0.03,194,0.040330589957662324
0.03,204,0.03438195832143877
0.03,162,0.04652208033102661
0.03,214,0.04217061564389808
0.02,274,0.039047870552648
0.02,272,0.03266175454754778
0.02,342,0.035057971014492754
0.02,272,0.029883660143612403
0.03,116,0.03805700593662828
0.05,92,0.04325802969965388
0.03,164,0.034630582343850864
0.04,99,0.04664205344585091
0.03,124,0.04770208519355008
0.04,119,0.043076923076923075
0.04,132,0.04660371834284878
0.05,82,0.03939117546459925
0.03,167,0.04270470627878243
0.03,129,0.04342870767763472
0.17,90,0.17225574475119854
0.02,319,0.03477125524539317
0.02,459,0.02956730769230769
0.02,347,0.032893576952358054
0.02,240,0.035944244147666685
0.02,278,0.036977886977886974
0.02,282,0.04005818318318319
0.03,143,0.04353696559742113
0.03,176,0.04312521372392568
0.03,196,0.03169159905341447
0.03,215,0.042461784721377155
0.03,213,0.040493291773953104
0.02,445,0.02866793667985031
0.09,825,0.05295939679280683
0.03,256,0.039617665099161724
0.03,241,0.039063975448536355
0.03,206,0.043279966294501794
0.02,334,0.037831012470489755
0.02,603,0.030805924520345772
0.02,292,0.034045847391043126
0.02,449,0.030586606286089457
0.02,310,0.028059067812869404
0.03,81,0.041558736650761194
0.05,62,0.045110690844365336
0.05,76,0.03756480177399539
0.03,64,0.05992907369638672
0.03,82,0.04415790590318167
0.03,96,0.039071823921127735
0.03,75,0.03669094730738566
0.02,87,0.033042984906084434
0.03,60,0.03566760538633114
0.03,72,0.04251831501831502
0.04,69,0.03600339705829208
0.03,128,0.03872868303364323
0.03,125,0.04644723092998955
0.07,76,0.060057359138442325
0.03,115,0.038669064748201434
0.03,130,0.041752944140059194
0.03,479,0.04277415546432692
0.07,68,0.07131924828500605
0.04,73,0.0462493180578287
0.04,89,0.038638160169952085
0.07,73,0.07232292439098074
0.03,118,0.04611925383077948
0.04,80,0.04952718676122931
0.04,116,0.05227272727272727
0.04,97,0.04787723785166241
0.03,129,0.04455471056883392
0.03,106,0.04218481668256781
0.03,122,0.04237277419503167
0.03,85,0.03673170731707317
0.03,101,0.03780507932578243
0.04,100,0.031401996216983044
0.03,108,0.034292803762563495
0.03,89,0.04103399028848901
0.05,105,0.04074250746187289
0.03,117,0.039155261915998114
0.03,127,0.044173467678242345
0.03,128,0.03953957783641161
0.04,104,0.04365584169338435
0.03,133,0.04430359712230216
0.03,115,0.04064189126865534
0.03,111,0.03887743776755985
0.04,1057,0.038088496680180974
0.04,130,0.042123617123617126
0.15,449,0.11384386617100371
0.03,140,0.04090147036908251
0.03,108,0.04486441475688788
0.03,119,0.04316566063044937
0.04,121,0.04713630076700616
0.2,66,0.07465753424657534
0.05,77,0.06018518518518518
0.1,65,0.091906941266209
0.1,57,0.09663565891472868
0.06,64,0.0686770704866711
0.06,72,0.07351406389207077
0.07,76,0.07947435897435898
0.09,80,0.0798385528107372
0.07,560,0.07386996904024767
0.13,59,0.1282962962962963
0.12,513,0.09287371320864142
0.06,595,0.06054239877769289
0.12,71,0.07298862904956019
0.11,58,0.1320144971307762
0.11,69,0.08141405214317278
0.12,56,0.09361294443261654
0.14,59,0.1354742345033607
0.34,404,0.3196135265700483
0.04,135,0.053492314039210065
0.11,62,0.12435233160621761
0.1,46,0.14258925351604762
0.44,317,0.41363636363636364
0.1,59,0.14097577165615666
0.08,57,0.0712613013191048
0.07,62,0.05954545454545455
0.04,111,0.04078909817351598
0.15,46,0.1483050847457627
0.1,329,0.09832214765100672
0.29,219,0.24044943820224718
0.13,54,0.09016512870325401
0.2,45,0.08376623376623377
0.14,57,0.13043961717167707
0.07,134,0.0768547418967587
0.11,59,0.09302884615384616
0.08,54,0.08790229885057471
0.12,67,0.10471444391710172
0.05,296,0.056246340232205955
0.06,80,0.05144458211308854
0.16,62,0.08826468010517091
0.1,74,0.09688685208596713
0.08,49,0.1840298275594221
0.08,60,0.12932330827067667
0.14,68,0.10110177404295051
0.16,60,0.1289578074287775
0.08,52,0.09743527995183625
0.12,55,0.09847480106100796
0.07,85,0.06880661231884058
0.14,620,0.11519646311135673
0.11,51,0.08740629685157421
0.1,44,0.10696500286861732
0.17,41,0.15833333333333333
0.22,407,0.17561252268602537
0.39,317,0.366030534351145
0.07,60,0.07747282608695653
0.06,76,0.0686080586080586
0.09,66,0.09199652022618528
0.12,76,0.08861675126903552
0.06,117,0.059971531696405886
0.1,544,0.06853708791208792
0.04,378,0.04319886947584789
0.1,57,0.08910323253388946
0.09,140,0.09390243902439026
0.12,66,0.09662972435350953
0.09,78,0.07981533030076719
0.06,139,0.06888188976377953
0.11,76,0.0727784452454056
0.04,88,0.052291738530527765
0.06,65,0.11975371120107962
0.07,55,0.07795362532204637
0.05,78,0.05398395721925134
0.05,118,0.05521064301552106
0.08,62,0.10790560471976401
0.05,150,0.047703788748564874
0.05,173,0.06109851787271143
