0,1,2,3,4,5,6
0.0001577100500729409,7.885502503647044e-05,1.3142504172745074e-05,0.6835679270328169,3.942751251823522e-05,1.3142504172745074e-05,0.31612979537121005
0.7712904809904112,6.46145098343284e-05,2.5845803933731358e-05,0.0,1.2922901966865679e-05,6.46145098343284e-05,0.22854152128401953
0.011451025145569374,7.780991038891986e-05,0.7614348147475717,1.2968318398153312e-05,9.077822878707318e-05,3.890495519445993e-05,0.22689369869409035
1.2378842083111546e-05,1.2378842083111546e-05,0.14853372615525542,0.7625738088459205,4.9515368332446184e-05,0.088781055420076,3.7136526249334635e-05
3.5511363636363635e-05,0.6040364583333333,2.3674242424242424e-05,0.3958925189393939,0.0,1.1837121212121212e-05,0.0
0.1389736373485424,0.0,0.0001618868535422089,3.735850466358667e-05,0.7410183928371293,0.11963438476769236,0.00017433968843007111
2.7144039847450497e-05,0.5811674651538389,0.0,0.0,0.0,1.3572019923725248e-05,0.41879181878639
7.728771640560593e-05,0.7569816570486397,1.288128606760099e-05,1.288128606760099e-05,0.00021898186314921682,0.0,0.24269631079967025
0.0,0.3340192124539971,1.1757927782807559e-05,0.00010582135004526803,0.6658279344848264,3.5273783348422674e-05,0.0
3.8687712782420303e-05,0.7384710615908388,3.8687712782420303e-05,1.2895904260806768e-05,0.00033529351078097596,3.8687712782420303e-05,0.2610646858557722
1.1794539128383558e-05,7.076723477030135e-05,1.1794539128383558e-05,0.3224744943091349,0.6773485876039393,0.0,8.256177389868491e-05
0.0,0.23335083841184157,2.4425690941732513e-05,0.7195564294524981,2.4425690941732513e-05,0.04700724221736422,3.663853641259877e-05
0.0,0.0,0.0,0.5089851632047477,0.49087240356083084,0.00013056379821958458,1.1869436201780416e-05
3.849460433962506e-05,8.982074345912515e-05,0.0,5.132613911950008e-05,0.7806449129380365,0.21916261404026535,1.283153477987502e-05
0.8079690729541453,0.00017862155196611294,0.00017862155196611294,8.931077598305647e-05,0.0,3.8276046849881346e-05,0.19154609711908954
0.5636519502786113,0.0,0.0,0.0,0.43621707863028053,1.190646282802305e-05,0.0001190646282802305
0.00012083780880773362,0.0,1.3426423200859291e-05,2.6852846401718583e-05,0.6219924812030075,0.37781954887218044,2.6852846401718583e-05
1.245655775483003e-05,6.228278877415015e-05,0.7385617658416274,0.134480997521145,6.228278877415015e-05,0.12679530138641487,2.491311550966006e-05
0.7453244387360585,2.6211976251949517e-05,0.0,0.0,0.00010484790500779807,0.025910538525052096,0.22863396285762966
0.7335984095427436,1.2909555653094421e-05,1.2909555653094421e-05,0.00011618600087784978,0.0,0.26609176112158217,0.00016782422349022748
0.7911556466901382,1.289640319314943e-05,0.008111837608490992,0.00014186043512464373,0.00014186043512464373,0.20041010562154216,2.579280638629886e-05
2.683987331579795e-05,0.0001073594932631918,0.6151430565247732,0.0001073594932631918,5.36797466315959e-05,0.0,0.384561704868753
1.2433017120264575e-05,4.97320684810583e-05,1.2433017120264575e-05,0.1481766980393132,0.7380114632417849,0.11368750854769927,4.97320684810583e-05
0.785052892946745,0.0,0.00033623878126374054,7.759356490701704e-05,0.0,0.1584848563225823,0.05604841838450198
0.0,0.00017666644017123054,2.717945233403547e-05,6.794863083508867e-05,0.5641503023714072,4.07691785010532e-05,0.43553713392675136
1.2943810916810128e-05,0.00011649429825129115,0.7950994731868957,5.177524366724051e-05,3.883143275043038e-05,0.18130395951175945,0.02337652251575909
7.960515841426525e-05,1.326752640237754e-05,0.6920076420952078,0.0,3.9802579207132624e-05,0.00011940773762139787,0.30774027490314704
0.5918545020870603,0.0,3.5778175313059034e-05,0.408062015503876,3.5778175313059034e-05,0.0,1.1926058437686345e-05
0.0,0.6903281883790761,0.0,1.3169678133066428e-05,9.218774693146499e-05,0.3095006058051941,6.584839066533214e-05
0.0,3.883294068915526e-05,0.7843089030988687,9.061019494136226e-05,7.766588137831051e-05,0.05610065498226629,0.15938333290185622
0.7532076728045689,2.561016211232617e-05,1.2805081056163086e-05,1.2805081056163086e-05,0.06414065101032089,0.00012805081056163086,0.18247240505032397
1.2771881425852843e-05,6.385940712926421e-05,0.0,5.108752570341137e-05,0.82051675032249,0.17930444333754805,5.108752570341137e-05
0.9999527019037484,1.1824524062906468e-05,1.1824524062906468e-05,0.0,0.0,2.3649048125812936e-05,0.0
0.9999405837056754,1.1883258864911113e-05,1.1883258864911113e-05,1.1883258864911113e-05,1.1883258864911113e-05,0.0,1.1883258864911113e-05
0.9999291458532611,0.0,1.1809024456489649e-05,2.3618048912979298e-05,3.5427073369468946e-05,0.0,0.0
0.9998561668464581,3.5958288385472854e-05,2.39721922569819e-05,2.39721922569819e-05,1.198609612849095e-05,3.5958288385472854e-05,1.198609612849095e-05
2.3539104337079974e-05,0.9998823044783146,1.1769552168539987e-05,2.3539104337079974e-05,1.1769552168539987e-05,4.707820867415995e-05,0.0
1.1740809881065595e-05,0.9998708510913082,7.044485928639358e-05,3.522242964319679e-05,0.0,0.0,1.1740809881065595e-05
0.0,0.9999530626613471,1.1734334663224596e-05,0.0,1.1734334663224596e-05,2.346866932644919e-05,0.0
1.1778146826378338e-05,0.9998939966785626,2.3556293652756675e-05,4.711258730551335e-05,0.0,0.0,2.3556293652756675e-05
2.3845576049503416e-05,0.0,0.9999165404838267,5.961394012375854e-05,0.0,0.0,0.0
2.375579047392802e-05,0.0,0.9999049768381043,3.563368571089203e-05,2.375579047392802e-05,1.187789523696401e-05,0.0
1.1964012251148546e-05,1.1964012251148546e-05,0.9999162519142419,4.785604900459418e-05,0.0,1.1964012251148546e-05,0.0
0.0,2.391028859718337e-05,0.0,0.9998804485570141,0.0,5.977572149295842e-05,3.586543289577505e-05
0.0,4.749127347849833e-05,0.0,0.9999406359081519,0.0,0.0,1.1872818369624582e-05
1.176636701651998e-05,1.176636701651998e-05,0.0,0.9999411681649174,0.0,3.529910104955994e-05,0.0
3.539990088027753e-05,3.539990088027753e-05,1.1799966960092512e-05,0.9998820003303991,0.0,3.539990088027753e-05,0.0
2.376425855513308e-05,1.188212927756654e-05,0.0,1.188212927756654e-05,0.9999287072243346,2.376425855513308e-05,0.0
3.554923569143263e-05,1.1849745230477546e-05,1.1849745230477546e-05,0.0,0.9999289015286171,1.1849745230477546e-05,0.0
0.0,0.0,0.0,0.0,0.9999762408230178,1.187958849105467e-05,1.187958849105467e-05
